head,relation,tail,time
Police (Australia),Accuse,Citizen (Australia),2014-02-06
Angela Merkel,Express intent to engage in diplomatic cooperation (such as policy support),Arseniy Yatsenyuk,2014-05-28
Citizen (Kenya),Accuse,Government (Kenya),2014-07-25
Shiv Sena,Make an appeal or request,Citizen (India),2014-11-09
North Korea,Make statement,South Korea,2014-04-29
China,Cooperate economically,Kazakhstan,2014-12-14
Police (Philippines),"Arrest, detain, or charge with legal action",Men (Philippines),2014-12-07
South Korea,Express intent to engage in diplomatic cooperation (such as policy support),North Korea,2014-10-16
Citizen (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Government (Nigeria),2014-12-22
Ministry (Iran),"Arrest, detain, or charge with legal action",Business (Iran),2014-08-26
Japan,Express intent to cooperate,China,2014-11-12
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-04-11
Cabinet / Council of Ministers / Advisors (United States),Make a visit,Abdel Fattah Al-Sisi,2014-07-06
Philippines,Consult,Lawyer/Attorney (Philippines),2014-11-19
Cabinet / Council of Ministers / Advisors (United States),Consult,Foreign Affairs (Russia),2014-04-12
Chuck Hagel,Express intent to meet or negotiate,Julie Bishop,2014-08-10
Election Commission (Afghanistan),Make statement,Party Member (Afghanistan),2014-08-02
Foreign Affairs (United States),Make statement,Bahrain,2014-07-11
Mohammad Javad Zarif,Express intent to meet or negotiate,Salman Khurshid,2014-02-26
Nuri al-Maliki,Engage in negotiation,John Kerry,2014-06-25
Xi Jinping,Make statement,China,2014-04-02
North Korea,Make statement,UN Security Council,2014-12-23
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-04-03
Benjamin Netanyahu,Engage in negotiation,John Kerry,2014-01-10
Fishermen (Nigeria),Make statement,Boko Haram,2014-11-24
Citizen (Nigeria),Criticize or denounce,Democratic Party (Nigeria),2014-10-20
Election Commission (India),Impose restrictions on political freedoms,Citizen (India),2014-05-04
Thief (India),fight with small arms and light weapons,Citizen (India),2014-08-29
Xi Jinping,Praise or endorse,Tajikistan,2014-05-19
China,Express intent to meet or negotiate,South Korea,2014-02-10
South Sudan,Consult,John Kerry,2014-05-05
China,Host a visit,Barack Obama,2014-10-27
Armed Gang (Afghanistan),Threaten with military force,Afghanistan,2014-12-06
Governor (Thailand),Make an appeal or request,Citizen (Thailand),2014-11-14
Tajikistan,Host a visit,Xi Jinping,2014-09-11
Thief (India),Physically assault,Citizen (India),2014-06-12
Party Member (Afghanistan),Accuse,Election Commission (Afghanistan),2014-07-16
François Hollande,Meet at a 'third' location,Barack Obama,2014-08-09
Police (Tanzania),"Arrest, detain, or charge with legal action",Citizen (Tanzania),2014-10-07
Citizen (Georgia),Make pessimistic comment,Armenia,2014-01-10
Iran,Provide economic aid,Afghanistan,2014-09-03
Sudan,Consult,Ethiopia,2014-08-26
Canada,Host a visit,François Hollande,2014-11-01
Iraq,Use conventional military force,Militant (Iraq),2014-09-11
Poland,Express intent to engage in diplomatic cooperation (such as policy support),France,2014-10-08
United Arab Emirates,Reduce or break diplomatic relations,Qatar,2014-12-03
Coalition of the Radical Left,Make statement,Treasury/Finance Ministry (Greece),2014-10-17
China,Make an appeal or request,Japan,2014-12-01
Hezbollah,Praise or endorse,Military (Lebanon),2014-06-25
Mohammad Javad Zarif,Make a visit,Iran,2014-07-19
Muhammadu Buhari,Make an appeal or request,Government (Nigeria),2014-04-03
Student (Senegal),Use unconventional violence,Police (Senegal),2014-08-18
François Hollande,Make statement,France,2014-05-22
Police (Sudan),"Arrest, detain, or charge with legal action",Citizen (Sudan),2014-09-14
Iraq,Accuse,Other Authorities / Officials (Turkey),2014-01-12
Police (South Korea),Make statement,South Korea,2014-07-22
South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-01-01
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-04-07
Canada,Use conventional military force,Terrorist (Islamic State of Iraq and the Levant),2014-10-15
North Korea,Make statement,Japan,2014-09-11
Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2014-02-25
Citizen (India),Bring lawsuit against,Villager (India),2014-05-11
Frank Bainimarama,Engage in negotiation,Julie Bishop,2014-02-18
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-03-24
Head of Government (Turkmenistan),Consult,South Korea,2014-06-16
Citizen (Thailand),Complain officially,Member of Parliament (Thailand),2014-09-05
Abhisit Vejjajiva,Make statement,Jatuporn Prompan,2014-05-20
Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-10-27
Shiv Sena,Express intent to meet or negotiate,Head of Government (India),2014-10-06
Benjamin Netanyahu,Demand,Iran,2014-03-04
Legislature (Romania),Express intent to meet or negotiate,Senate (Romania),2014-12-19
Sergey Viktorovich Lavrov,Express intent to engage in diplomatic cooperation (such as policy support),Ethiopia,2014-09-18
Bahrain,Host a visit,Foreign Affairs (United States),2014-07-09
Lien Chan,Express intent to meet or negotiate,China,2014-02-14
Vietnam,Host a visit,Businessperson (Taiwan),2014-05-15
Mohammad Javad Zarif,Express intent to meet or negotiate,John Kerry,2014-02-02
Defense / Security Ministry (Yemen),Make statement,Militant (Yemen),2014-08-07
Tajikistan,Consult,Xi Jinping,2014-11-08
Armenia,Engage in diplomatic cooperation,Iran,2014-05-08
Pope Francis,Make a visit,South Korea,2014-08-21
Xi Jinping,Make a visit,South Korea,2014-08-03
Government (Nigeria),Accuse,Citizen (Nigeria),2014-09-02
Daniel Bruce Poneman,Make a visit,South Africa,2014-04-02
Nuri al-Maliki,Discuss by telephone,Joseph Robinette Biden,2014-01-07
Government (Nigeria),Express intent to cooperate,Mukhtar Ramalan Yero,2014-10-08
Cambodia,Ease administrative sanctions,Veera Somkwamkid,2014-07-03
Guinea,Engage in diplomatic cooperation,Morocco,2014-01-29
UN Security Council,Express intent to meet or negotiate,South Sudan,2014-08-07
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-06-06
China,Make statement,South Korea,2014-03-26
Police (Kenya),Express intent to meet or negotiate,Media (Kenya),2014-09-30
South Korea,Criticize or denounce,North Korea,2014-04-28
Angola,Consult,Congo,2014-03-18
Thief (India),Use unconventional violence,Citizen (India),2014-12-30
Jean-Yves Le Drian,Make statement,Military (France),2014-05-08
China,Criticize or denounce,UN Security Council,2014-05-23
Member of Parliament (India),Criticize or denounce,Citizen (India),2014-01-24
Iran,Express intent to meet or negotiate,China,2014-08-10
Head of Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-09-17
John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-07-15
Foreign Affairs (United States),Make a visit,Iran,2014-05-12
National Council for Peace and Order of Thailand,Make statement,Thailand,2014-08-05
China,Host a visit,Macky Sall,2014-02-15
Activist (Syria),Make statement,Government (Syria),2014-08-25
Evo Morales,Make statement,Bolivia,2014-06-16
Umar al Bashir,Make statement,Sudan,2014-10-10
Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-15
Iran,Engage in diplomatic cooperation,Armenia,2014-05-14
Tzipi Livni,Express intent to meet or negotiate,John Kerry,2014-01-19
Mohammad Nahavandian,Make statement,Iran,2014-12-29
Qatar,Host a visit,Fishermen (India),2014-10-05
Iran,Sign formal agreement,Iraq,2014-03-04
Japan,Express intent to meet or negotiate,North Korea,2014-06-19
Japan,Sign formal agreement,North Korea,2014-10-30
Citizen (Nigeria),Make an appeal or request,Activist (Nigeria),2014-06-17
Military Personnel - Special (Afghanistan),"Arrest, detain, or charge with legal action",Militant (Taliban),2014-08-08
Sushil Koirala,Praise or endorse,China,2014-06-08
Joseph Robinette Biden,Make statement,Head of Government (Ukraine),2014-11-21
Leopoldo López,Retreat or surrender militarily,Other Authorities / Officials (Venezuela),2014-02-20
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-11-25
Israeli Defense Forces,fight with small arms and light weapons,Ziyad Abu-Ayn,2014-12-10
Police (Australia),Accuse,Women (Australia),2014-07-08
European Parliament,Express intent to engage in diplomatic cooperation (such as policy support),Verkhovna Rada,2014-09-12
Police (Greece),"Arrest, detain, or charge with legal action",Citizen (Greece),2014-01-05
Cabinet / Council of Ministers / Advisors (Angola),Sign formal agreement,Governor (Angola),2014-01-23
John Kerry,Make an appeal or request,Sergey Viktorovich Lavrov,2014-11-20
Head of Government (Egypt),Express intent to meet or negotiate,Ethiopia,2014-06-28
Militant (Taliban),Use unconventional violence,Afghanistan,2014-02-23
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-02-21
Member of Parliament (India),Make an appeal or request,Citizen (India),2014-09-13
City Mayor (China),Make statement,China,2014-08-03
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-06-05
Court Judge (Kenya),Give ultimatum,Lawyer/Attorney (Kenya),2014-12-03
François Hollande,Express intent to meet or negotiate,Barack Obama,2014-02-11
Police (Tanzania),Investigate,Citizen (Tanzania),2014-06-16
Citizen (India),Express intent to meet or negotiate,Amit Shah,2014-09-05
China,Coerce,Citizen (South Korea),2014-08-08
Benjamin Netanyahu,Make statement,Iran,2014-09-15
Villager (India),Provide aid,Armed Gang (India),2014-06-30
Ministry (Nigeria),Make statement,Government (Nigeria),2014-12-29
China,Host a visit,Chuck Hagel,2014-04-24
Barack Obama,Make a visit,Japan,2014-02-15
Julie Bishop,Express intent to meet or negotiate,Laos,2014-07-04
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-12-12
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-12-10
Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2014-02-14
Presidential Candidate (Argentina),Consult,Congress (Argentina),2014-11-17
William Ruto,Consult,Uhuru Muigai Kenyatta,2014-08-17
Iraq,Receive deployment of peacekeepers,Iran,2014-06-15
South Korea,Host a visit,North Korea,2014-09-03
Antonis Samaras,Consult,Abdel Fattah Al-Sisi,2014-11-07
Julie Bishop,Threaten,UN Security Council,2014-09-22
Lawyer/Attorney (Czech Republic),"Arrest, detain, or charge with legal action",Citizen (Czech Republic),2014-12-16
John Kerry,Express intent to meet or negotiate,Oman,2014-11-10
Military Personnel (Nigeria),Express intent to meet or negotiate,Government (Nigeria),2014-12-17
Citizen (Thailand),Make an appeal or request,National Council for Peace and Order of Thailand,2014-06-16
Cabinet / Council of Ministers / Advisors (United States),Criticize or denounce,Iran,2014-02-18
North Korea,Consult,Japan,2014-08-30
Political Parties (Fiji),Consult,Election Commission (Fiji),2014-06-26
Election Commission (Afghanistan),Praise or endorse,Abdullah Abdullah,2014-09-24
Police (Australia),Investigate,Citizen (Australia),2014-06-22
Mexico,Sign formal agreement,Japan,2014-07-26
Mohammad Javad Zarif,Make statement,France,2014-02-18
John Kerry,Discuss by telephone,Benjamin Netanyahu,2014-11-18
China,Engage in negotiation,Japan,2014-11-08
Nuri al-Maliki,Make statement,Iraq,2014-06-25
Military Personnel (Philippines),Make statement,Military (Philippines),2014-03-10
Japan,Express intent to meet or negotiate,China,2014-03-16
Ministry (Iran),Make statement,Iran,2014-06-13
France,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-03-27
Leopoldo López,Make an appeal or request,Citizen (Venezuela),2014-03-19
Victor Ponta,Make statement,Romania,2014-05-22
Martin Indyk,Consult,Tzipi Livni,2014-04-06
Abdullah Abdullah,Make a visit,Foreign Affairs (United States),2014-09-20
Election Commission (Afghanistan),Make an appeal or request,Afghanistan,2014-05-18
Thailand,Cooperate economically,Vietnam,2014-12-15
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-03-30
Lawyer/Attorney (United States),Accuse,Dzhokhar Tsarnaev,2014-11-04
Head of Government (Nigeria),Make statement,Boko Haram,2014-05-19
South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-06-24
François Hollande,Host a visit,Barack Obama,2014-02-12
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014-10-30
Employee (India),Physically assault,Company - Owner or Operator (India),2014-06-16
Military Personnel (Somalia),Make statement,Al-Shabaab,2014-06-24
Military (Mexico),Seize or damage property,Mexico,2014-02-24
Thailand,Engage in diplomatic cooperation,Iran,2014-02-15
Military (South Sudan),Occupy territory,South Sudan,2014-05-05
Student (Hong Kong),Conduct strike or boycott,China,2014-09-22
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-09-07
Behrouz Kamalvandi,Make statement,Iran,2014-03-05
South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-09-19
Cabinet / Council of Ministers / Advisors (United States),Make statement,North Korea,2014-08-19
Abdullah Abdullah,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014-12-02
Raúl Castro,Express intent to meet or negotiate,Barack Obama,2014-12-22
Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-09-26
United Arab Emirates,Accuse,Qatar,2014-03-10
Citizen (Venezuela),Demonstrate or rally,Government (Venezuela),2014-05-10
Michael Sata,Make a visit,Ethiopia,2014-02-03
Cambodia,Praise or endorse,China,2014-03-03
Lawyer/Attorney (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-09-12
Fumio Kishida,Make statement,Japan,2014-04-21
Police (Australia),Make an appeal or request,Citizen (Australia),2014-05-13
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-03-14
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-08
China,Make optimistic comment,Congress (United States),2014-12-18
Foreign Affairs (Russia),Make statement,Sergey Viktorovich Lavrov,2014-03-04
Amit Shah,Praise or endorse,Citizen (India),2014-08-19
Barack Obama,Consult,François Hollande,2014-08-09
Iran,Express intent to provide military aid,Military (Lebanon),2014-10-06
Ethiopia,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2014-04-29
Citizen (Bangladesh),Accuse,Awami (People's) League,2014-01-22
Barack Obama,Consult,Benjamin Netanyahu,2014-10-02
Citizen (Nigeria),Occupy territory,Government (Nigeria),2014-12-10
Benjamin Netanyahu,Make statement,Israeli Defense Forces,2014-07-01
Employee (Yemen),Provide aid,Citizen (Yemen),2014-08-19
Umaru Tanko Al-Makura,Make an appeal or request,Citizen (Nigeria),2014-11-25
Victor Ponta,Appeal for diplomatic cooperation (such as policy support),Ministry (Romania),2014-12-12
Citizen (Australia),Threaten,Police (Australia),2014-08-29
Armed Rebel (Syria),Use unconventional violence,Militant (Syria),2014-10-29
Carlos Raúl Morales,Consult,Guatemala,2014-11-01
Reinhold Mitterlehner,Host a visit,Wang Yang,2014-10-21
China,Express intent to meet or negotiate,Japan,2014-11-23
Citizen (Kenya),Demand,Uhuru Muigai Kenyatta,2014-06-24
Morocco,Host a visit,Special Rapporteurs of the United Nations,2014-05-14
John Kerry,Praise or endorse,Qatar,2014-07-28
Company - Owner or Operator (Nigeria),Make pessimistic comment,Government (Nigeria),2014-02-21
Liu Zhenmin,Consult,South Korea,2014-02-20
Militant (Nigeria),Use unconventional violence,Citizen (Nigeria),2014-05-31
Muhammadu Buhari,Demand,Citizen (Nigeria),2014-07-25
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-01-14
Xi Jinping,Express intent to provide economic aid,China,2014-07-28
Police (Kenya),Investigate,Citizen (Kenya),2014-12-03
Police (South Africa),Make statement,South Africa,2014-07-17
Citizen (Zambia),Assassinate,United Party for National Development,2014-04-24
Sergey Viktorovich Lavrov,Consult,Catherine Ashton,2014-03-04
Nationalist Movement Party,Make statement,People Associated with the Opposition (Turkey),2014-10-19
Kim Jong-Un,Make a visit,South Korea,2014-06-30
Middle East,Host a visit,María Ángela Holguín,2014-11-13
Head of Government (Afghanistan),Make statement,Ministry (Afghanistan),2014-12-01
Organisation of Islamic Cooperation,Make a visit,Iran,2014-02-23
Government (Nigeria),Accuse,Citizen (Nigeria),2014-07-07
City Mayor (Venezuela),Criticize or denounce,Citizen (Venezuela),2014-05-31
Police (Philippines),Cooperate militarily,Military (Philippines),2014-07-09
Congress (Argentina),Make statement,Presidential Candidate (Argentina),2014-12-22
Media Personnel (Iran),Make statement,Iran,2014-08-06
Iran,Consult,Tajikistan,2014-02-06
Sergey Viktorovich Lavrov,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-04-30
Citizen (Australia),Kill by physical assault,Businessperson (Australia),2014-03-11
Military Personnel (Philippines),Make statement,Military (Philippines),2014-10-20
Iran,Host a visit,Abdolreza Rahmani-Fazli,2014-08-30
Reserve Bank of Malawi,Consult,Governor (Malawi),2014-11-26
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-12-22
Citizen (India),Make an appeal or request,Court Judge (India),2014-12-13
Mohammad Javad Zarif,Make optimistic comment,Iran,2014-01-06
Police (Australia),Make statement,Criminal (Australia),2014-06-29
Employee (India),Criticize or denounce,Citizen (India),2014-10-31
Japan,Sign formal agreement,China,2014-11-08
François Hollande,Express intent to meet or negotiate,Angela Merkel,2014-07-09
Le Hong Anh,Make a visit,China,2014-08-27
Rafael Ramírez,Make a visit,Ministry (Venezuela),2014-12-26
Sergey Viktorovich Lavrov,Make a visit,France,2014-03-30
Cabinet / Council of Ministers / Advisors (United States),Make a visit,France,2014-02-20
Barack Obama,Discuss by telephone,Angela Merkel,2014-03-25
Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-11-29
Protester (Thailand),Express intent to meet or negotiate,Thailand,2014-01-03
Police (South Africa),Investigate,South Africa,2014-07-07
Police (Indonesia),Investigate,Citizen (Indonesia),2014-10-11
Kuwait,Express intent to meet or negotiate,Iran,2014-05-23
South Korea,Criticize or denounce,North Korea,2014-05-23
Media Personnel (Iran),Make empathetic comment,Iran,2014-03-10
Philippines,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-02-26
Police (Hong Kong),Sign formal agreement,Protester (Hong Kong),2014-10-14
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-19
Xi Jinping,Express intent to meet or negotiate,Angela Merkel,2014-03-28
Other Authorities / Officials (Nigeria),Make statement,Ministry (Nigeria),2014-12-01
National United Front for Democracy Against Dictatorship,Make an appeal or request,Citizen (Thailand),2014-02-01
Military Personnel (South Korea),Criticize or denounce,North Korea,2014-07-27
Human Rights Watch,Make statement,Other Authorities / Officials (Egypt),2014-09-23
Barack Obama,Make statement,South Korea,2014-04-25
Citizen (Kenya),Demand,Uhuru Muigai Kenyatta,2014-11-25
South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-04-10
UN Security Council,Make an appeal or request,Riek Machar,2014-04-24
Philippines,Consult,Xi Jinping,2014-11-19
Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2014-02-27
High Ranking Military Personnel (Nigeria),Bring lawsuit against,Citizen (Nigeria),2014-05-23
Foreign Affairs (Macedonia),Consult,Gjorge Ivanov,2014-12-26
Citizen (India),Criticize or denounce,Court Judge (India),2014-06-24
Government (Qatar),Accuse,Head of Government (Qatar),2014-09-21
Uhuru,Consult,Barack Obama,2014-08-18
Abdel Fattah Al-Sisi,Consult,Congress (United States),2014-08-18
Terrorist (Islamic State of Iraq and the Levant),Use unconventional violence,Iraq,2014-10-24
Foreign Affairs (Czech Republic),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Czech Republic),2014-11-10
Government (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-09-30
Michael Sata,Make a visit,South Africa,2014-07-21
Joseph Robinette Biden,Appeal for diplomatic cooperation (such as policy support),Nuri al-Maliki,2014-01-28
Paraguay,Consult,Horacio Cartes,2014-11-20
Cabinet / Council of Ministers / Advisors (United States),Make an appeal or request,Nuri al-Maliki,2014-06-24
Nigerian Governors Forum,Criticize or denounce,Citizen (Nigeria),2014-05-20
Barack Obama,Express intent to provide military aid,Iraq,2014-09-12
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Benjamin Netanyahu,2014-07-23
Lawyer/Attorney (Australia),Sign formal agreement,Police (Australia),2014-07-28
Barack Obama,"Reject proposal to meet, discuss, or negotiate",Japan,2014-04-25
Angela Merkel,Consult,Barack Obama,2014-01-31
Vojislav Šešelj,Express intent to change policy,Serbia,2014-11-13
Business (Iran),Make statement,Iran,2014-08-26
Military (Lebanon),fight with small arms and light weapons,Men (Lebanon),2014-09-27
Uhuru,Make statement,William Ruto,2014-09-26
Abdel Fattah Al-Sisi,Host a visit,Dimitrios Avramopoulos,2014-04-29
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-11-24
France,"Arrest, detain, or charge with legal action",Men (France),2014-11-06
Citizen (Sudan),Appeal for material cooperation,Sudan,2014-11-17
Lawyer/Attorney (Indonesia),Accuse,Citizen (Indonesia),2014-07-12
Shah Mehmood Qureshi,Consult,Ishaq Dar,2014-09-06
Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-12-09
Iran,Host a visit,Nuri al-Maliki,2014-07-12
Head of Government (Nigeria),Demand,Government (Nigeria),2014-02-24
Business (Bahrain),Consult,Labor Union (Bahrain),2014-07-01
France,Employ aerial weapons,Iraq,2014-10-01
Attacker (Afghanistan),Use unconventional violence,Afghanistan,2014-07-27
Joshua Wong,Make statement,Police (Hong Kong),2014-11-28
Citizen (Nigeria),Accuse,Boko Haram,2014-01-20
Mohammad Javad Zarif,Make statement,Iran,2014-12-18
Muhammadu Buhari,Praise or endorse,Head of Government (Nigeria),2014-09-03
South Korea,Make pessimistic comment,North Korea,2014-10-31
Member of the Judiciary (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-10-29
Mamnoon Hussain,Consult,Ashraf Ghani Ahmadzai,2014-09-30
Citizen (India),Make an appeal or request,Janardan Dwivedi,2014-09-06
South Korea,"Return, release person(s)",North Korea,2014-12-09
John Kerry,Discuss by telephone,Fumio Kishida,2014-10-15
Villager (India),Accuse,Citizen (India),2014-10-09
Vietnam,Engage in diplomatic cooperation,Iran,2014-11-21
Police (Australia),Make an appeal or request,Citizen (Australia),2014-04-09
China,Reduce relations,Japan,2014-08-28
Afghanistan,Express intent to settle dispute,China,2014-10-28
Citizen (India),"Defy norms, law",Election Commission (India),2014-03-27
Court Judge (India),Express intent to cooperate,Citizen (India),2014-02-06
Jens Stoltenberg,Make statement,North Atlantic Treaty Organization,2014-10-30
Court Judge (India),Ease administrative sanctions,Men (India),2014-08-27
South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-21
Head of Government (Nigeria),Demand change in leadership,Citizen (Nigeria),2014-10-24
Staffan de Mistura,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-10-11
South Korea,Make statement,North Korea,2014-12-20
Police (Australia),Investigate,Citizen (Australia),2014-10-28
Pham Binh Minh,Consult,John Kerry,2014-08-09
Lawmaker (United States),Make pessimistic comment,China,2014-01-30
Citizen (Nigeria),Make an appeal or request,Muslim (Nigeria),2014-11-21
Sergey Viktorovich Lavrov,Make statement,Barack Obama,2014-12-19
France,Meet at a 'third' location,Iran,2014-06-13
Military Personnel (South Korea),Express intent to provide military aid,Citizen (South Korea),2014-08-07
High Commission for Refugees,Sign formal agreement,Ertharin Cousin,2014-07-02
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-11-21
Colombia,Expel or deport individuals,Head of Government (Colombia),2014-09-05
Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-12-09
Abdel Fattah Al-Sisi,Engage in negotiation,Foreign Affairs (United States),2014-09-14
Foreign Affairs (Russia),Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-03-31
China,Express intent to engage in diplomatic cooperation (such as policy support),Tanzania,2014-02-25
Other Authorities / Officials (Bahrain),Investigate,Al Wefaq National Islamic Society,2014-07-09
Foreign Affairs (Russia),Host a visit,Nguyen Phu Trong,2014-11-23
Citizen (Nigeria),Accuse,Ministry (Nigeria),2014-03-21
People Associated with the Opposition (Ukraine),Make statement,Police (Ukraine),2014-01-27
Armed Opposition (Lebanon),Use unconventional violence,Hezbollah,2014-09-07
Barack Obama,Make statement,Iran,2014-02-02
Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-10-15
Bahrain,Express intent to cooperate,United Arab Emirates,2014-11-25
Iran,Engage in negotiation,Foreign Affairs (South Africa),2014-06-19
Vietnam,Express intent to cooperate,Thailand,2014-11-28
Tajikistan,Consult,Afghanistan,2014-12-11
Philippines,Consult,Malaysia,2014-11-19
Villager (India),Accuse,Citizen (India),2014-07-17
Riek Machar,Use unconventional violence,Sudan,2014-02-18
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-10-23
Japan,Host a visit,Barack Obama,2014-04-21
Iran,Express intent to meet or negotiate,Jack Straw,2014-12-16
Japan,Make a visit,North Korea,2014-07-11
Head of Government (Pakistan),Discuss by telephone,Raheel Sharif,2014-01-21
Armed Gang (Afghanistan),fight with small arms and light weapons,Employee (Afghanistan),2014-07-24
Sudan,Consult,Ethiopia,2014-10-22
South Africa,Make optimistic comment,Shrien Dewani,2014-12-09
Tajikistan,Engage in diplomatic cooperation,Kuwait,2014-11-24
Other Authorities / Officials (Egypt),Accuse,Al Jazeera,2014-01-03
Combatant (Abu Sayyaf),Use unconventional violence,Military (Philippines),2014-11-02
John Kerry,Consult,France,2014-05-16
Fessehaye Yohannes,Bring lawsuit against,Citizen (Nigeria),2014-12-15
Iran,Host a visit,Treasury/Finance Ministry (Azerbaijan),2014-09-17
Ministry (Nigeria),Appeal for diplomatic cooperation (such as policy support),Other Authorities / Officials (Nigeria),2014-06-25
Government (Mexico),Make statement,Criminal (Mexico),2014-10-23
Tanzania,Host a visit,Xi Jinping,2014-04-26
Government (Nigeria),"Reject proposal to meet, discuss, or negotiate",Citizen (Nigeria),2014-06-20
Xi Jinping,Consult,Kim Jong-Un,2014-10-01
France,Engage in negotiation,China,2014-05-11
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-11-28
Iraq,Express intent to cooperate militarily,Iran,2014-07-02
Citizen (India),Criticize or denounce,Head of Government (India),2014-04-03
Envoy (United States),Make a visit,Afghanistan,2014-04-20
United Arab Emirates,Criticize or denounce,Bahrain,2014-04-09
Ministry (Nigeria),Praise or endorse,Head of Government (Nigeria),2014-08-20
Police (Uganda),fight with small arms and light weapons,Citizen (Uganda),2014-06-25
Tony Tan Keng Yam,Express intent to meet or negotiate,Philippines,2014-04-04
Mohammad Javad Zarif,Make optimistic comment,Oman,2014-08-07
Paraguay,Host a visit,Cristina Fernández de Kirchner,2014-08-13
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-05-07
Canada,Share intelligence or information,Business (Canada),2014-09-18
Other Authorities / Officials (Mali),"Arrest, detain, or charge with legal action",Citizen (Mali),2014-02-14
Nuri al-Maliki,Make statement,Iraq,2014-07-09
Joseph Robinette Biden,Apologize,United Arab Emirates,2014-10-08
Police (Tanzania),"Arrest, detain, or charge with legal action",Citizen (Tanzania),2014-02-16
Police (Australia),Accuse,Women (Australia),2014-09-18
South Korea,Express intent to cooperate,North Korea,2014-02-17
Angela Merkel,Consult,Barack Obama,2014-02-21
Hisham Zaazou,Make a visit,Kuwait,2014-03-24
"Children (Palestinian Territory, Occupied)",Criticize or denounce,Police (Israel),2014-12-26
China,Express intent to cooperate,South Korea,2014-04-12
Military Personnel (Somalia),Make statement,Al-Shabaab,2014-11-26
Government (Germany),Make statement,Angela Merkel,2014-07-13
Mohammad Javad Zarif,Make statement,Iraq,2014-01-14
South Korea,Sign formal agreement,China,2014-11-11
Chaudhry Nisar Ali Khan,Consult,Head of Government (Pakistan),2014-05-07
China,Host a visit,Le Hong Anh,2014-09-11
Royal Administration (Saudi Arabia),Make statement,Tzipi Livni,2014-02-14
Mexico,"Return, release person(s)",Canada,2014-08-18
China,Express intent to provide military protection or peacekeeping,South Sudan,2014-08-26
