head,relation,tail,time
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-19
Other Authorities / Officials (Nigeria),Make statement,Ministry (Nigeria),2014-12-01
Citizen (Kenya),Demand,Uhuru Muigai Kenyatta,2014-11-25
South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-04-10
Philippines,Consult,Xi Jinping,2014-11-19
Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2014-02-27
Foreign Affairs (Macedonia),Consult,Gjorge Ivanov,2014-12-26
Citizen (India),Criticize or denounce,Court Judge (India),2014-06-24
Uhuru,Consult,Barack Obama,2014-08-18
Abdel Fattah Al-Sisi,Consult,Congress (United States),2014-08-18
Government (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-09-30
Paraguay,Consult,Horacio Cartes,2014-11-20
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Benjamin Netanyahu,2014-07-23
Lawyer/Attorney (Australia),Sign formal agreement,Police (Australia),2014-07-28
Angela Merkel,Consult,Barack Obama,2014-01-31
Uhuru,Make statement,William Ruto,2014-09-26
Shah Mehmood Qureshi,Consult,Ishaq Dar,2014-09-06
Business (Bahrain),Consult,Labor Union (Bahrain),2014-07-01
High Ranking Military Personnel (Syria),Consult,Police (Syria),2014-07-02
Citizen (Nigeria),Accuse,Boko Haram,2014-01-20
Mohammad Javad Zarif,Make statement,Iran,2014-12-18
Government (Argentina),Sign formal agreement,China,2014-03-18
Muhammadu Buhari,Praise or endorse,Head of Government (Nigeria),2014-09-03
Mamnoon Hussain,Consult,Ashraf Ghani Ahmadzai,2014-09-30
John Kerry,Discuss by telephone,Fumio Kishida,2014-10-15
Villager (India),Accuse,Citizen (India),2014-10-09
Vietnam,Engage in diplomatic cooperation,Iran,2014-11-21
Ministry (France),Make an appeal or request,Segolene Royal,2014-12-19
Police (Australia),Make an appeal or request,Citizen (Australia),2014-04-09
China,Reduce relations,Japan,2014-08-28
Miro Cerar,Consult,Wang Yang,2014-11-21
Afghanistan,Express intent to settle dispute,China,2014-10-28
Court Judge (India),Express intent to cooperate,Citizen (India),2014-02-06
Jens Stoltenberg,Make statement,North Atlantic Treaty Organization,2014-10-30
Party Member (Japan),Consult,Your Party,2014-04-09
South Korea,Make statement,North Korea,2014-12-20
Pham Binh Minh,Consult,John Kerry,2014-08-09
Citizen (Nigeria),Make an appeal or request,Muslim (Nigeria),2014-11-21
France,Meet at a 'third' location,Iran,2014-06-13
High Commission for Refugees,Sign formal agreement,Ertharin Cousin,2014-07-02
Head of Government (Nigeria),Make statement,Government (Nigeria),2014-11-21
Chuck Hagel,Express intent to engage in diplomatic cooperation (such as policy support),Fumio Kishida,2014-02-10
Abdel Fattah Al-Sisi,Engage in negotiation,Foreign Affairs (United States),2014-09-14
Foreign Affairs (Russia),Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-03-31
China,Express intent to engage in diplomatic cooperation (such as policy support),Tanzania,2014-02-25
Citizen (Nigeria),Accuse,Ministry (Nigeria),2014-03-21
Barack Obama,Make statement,Iran,2014-02-02
Bahrain,Express intent to cooperate,United Arab Emirates,2014-11-25
Iran,Engage in negotiation,Foreign Affairs (South Africa),2014-06-19
Vietnam,Express intent to cooperate,Thailand,2014-11-28
Tajikistan,Consult,Afghanistan,2014-12-11
Philippines,Consult,Malaysia,2014-11-19
Villager (India),Accuse,Citizen (India),2014-07-17
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-10-23
Iran,Express intent to meet or negotiate,Jack Straw,2014-12-16
Head of Government (Pakistan),Discuss by telephone,Raheel Sharif,2014-01-21
Sudan,Consult,Ethiopia,2014-10-22
Tajikistan,Engage in diplomatic cooperation,Kuwait,2014-11-24
Other Authorities / Officials (Egypt),Accuse,Al Jazeera,2014-01-03
John Kerry,Consult,France,2014-05-16
Qatar,Consult,Japan,2014-04-21
Xi Jinping,Consult,Kim Jong-Un,2014-10-01
France,Engage in negotiation,China,2014-05-11
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-11-28
Citizen (India),Criticize or denounce,Head of Government (India),2014-04-03
Holy See,Engage in diplomatic cooperation,Armenia,2014-09-19
United Arab Emirates,Criticize or denounce,Bahrain,2014-04-09
Ministry (Nigeria),Praise or endorse,Head of Government (Nigeria),2014-08-20
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-05-07
Ramesh Chennithala,Consult,Head of Government (India),2014-09-23
Nuri al-Maliki,Make statement,Iraq,2014-07-09
South Korea,Express intent to cooperate,North Korea,2014-02-17
Angela Merkel,Consult,Barack Obama,2014-02-21
China,Express intent to cooperate,South Korea,2014-04-12
Angela Merkel,Consult,Didier Burkhalter,2014-05-05
Military Personnel (Somalia),Make statement,Al-Shabaab,2014-11-26
Government (Germany),Make statement,Angela Merkel,2014-07-13
South Korea,Sign formal agreement,China,2014-11-11
Citizen (Kenya),Accuse,Government (Kenya),2014-02-20
China,Make optimistic comment,Japan,2014-09-25
Japan,Express intent to meet or negotiate,South Korea,2014-10-16
Foreign Affairs (Russia),Make an appeal or request,John Kerry,2014-09-21
Mohammad Javad Zarif,Make statement,Iran,2014-12-09
Thief (India),fight with small arms and light weapons,Citizen (India),2014-12-06
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-09-15
Government (Argentina),Make statement,Hugo Moyano,2014-04-09
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-04-02
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-30
Vietnam,Engage in diplomatic cooperation,Japan,2014-12-26
Citizen (Nigeria),Accuse,Congress (Nigeria),2014-03-24
Catherine Ashton,Express intent to meet or negotiate,John Kerry,2014-11-01
Ruling Party (India),Accuse,Citizen (India),2014-03-27
Police (Philippines),Make statement,Philippines,2014-10-18
Angola,Consult,South Africa,2014-04-25
Mohammad Javad Zarif,Consult,Sergey Viktorovich Lavrov,2014-01-16
South Korea,Engage in negotiation,Japan,2014-09-19
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-07
Iran,Praise or endorse,Government (Syria),2014-03-14
Anifah Aman,Consult,Mohammad Javad Zarif,2014-07-31
Foreign Affairs (Russia),Consult,Defense / Security Ministry (Armenia),2014-08-05
Victor Ponta,Consult,Chuck Hagel,2014-06-05
Food and Agriculture Organization,Engage in diplomatic cooperation,Bahrain,2014-01-23
Head of Government (Ukraine),Discuss by telephone,Angela Merkel,2014-12-27
Afghanistan,Engage in diplomatic cooperation,China,2014-10-29
Pinarayi Vijayan,Make statement,Communist Party of India,2014-08-23
Benjamin Netanyahu,Express intent to meet or negotiate,John Kerry,2014-12-14
Association of Southeast Asian Nations,Consult,Vietnam,2014-05-10
Citizen (India),Accuse,Member of Parliament (India),2014-12-19
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-02-04
Domestic Affairs (Angola),Consult,Cabinet / Council of Ministers / Advisors (Angola),2014-03-18
Government (Venezuela),Accuse,Citizen (Venezuela),2014-06-11
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-11
Citizen (India),Accuse,Employee (India),2014-06-23
Ministry (South Africa),Consult,Royal Administration (South Africa),2014-07-08
Nuri al-Maliki,Discuss by telephone,Joseph Robinette Biden,2014-05-17
Yulia Tymoshenko,Praise or endorse,Protester (Ukraine),2014-02-23
France,Express intent to cooperate,China,2014-01-12
John Kerry,Discuss by telephone,Fumio Kishida,2014-06-19
Mexico,Engage in diplomatic cooperation,Iran,2014-12-03
Representatives (Russia),Express intent to engage in diplomatic cooperation (such as policy support),Sergey Viktorovich Lavrov,2014-09-25
Abdiweli Sheikh Ahmed,Consult,Head of Government (Kenya),2014-06-23
Barack Obama,Discuss by telephone,Abdel Fattah Al-Sisi,2014-06-10
Akitaka Saiki,Consult,Cho Tai-young,2014-10-02
Chuck Hagel,Engage in negotiation,Chang Wanquan,2014-04-10
Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-06-25
Barack Obama,Praise or endorse,Pope Francis,2014-12-17
Citizen (Nigeria),Accuse,Head of Government (Nigeria),2014-12-04
Justicialist Party,Express intent to cooperate,Cristina Fernández de Kirchner,2014-04-18
Antonis Samaras,Discuss by telephone,Evangelos Venizelos,2014-09-30
Militant (Boko Haram),Use unconventional violence,Citizen (Nigeria),2014-03-02
Shimon Peres,Consult,Federica Mogherini,2014-07-16
John Kerry,Express intent to engage in diplomatic cooperation (such as policy support),Fumio Kishida,2014-11-07
Barack Obama,Consult,Royal Administration (Spain),2014-09-23
Citizen (India),Make an appeal or request,Election Commission (India),2014-04-25
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-12-14
Majid Takht Ravanchi,Consult,France,2014-07-15
Vincent Cable,Consult,Indigenous People (United Kingdom),2014-06-12
John Kerry,Consult,Benjamin Netanyahu,2014-12-07
François Hollande,Make an appeal or request,France,2014-08-21
Citizen (Croatia),Demand,Ministry (Croatia),2014-03-27
Iran,Make an appeal or request,UN Security Council,2014-08-29
Barack Obama,Engage in negotiation,Xi Jinping,2014-11-12
South Korea,Make a visit,China,2014-03-28
Rafael Correa,Consult,Immigrants (Ecuador),2014-04-26
John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-07-16
Victor Ponta,Make statement,National Union Party (Romania),2014-10-07
China,Threaten,North Korea,2014-05-20
Member of Parliament (India),Express intent to meet or negotiate,Citizen (India),2014-09-09
Shiv Sena,Sign formal agreement,Amit Shah,2014-09-24
China,Express intent to meet or negotiate,France,2014-01-22
John Kerry,Criticize or denounce,Benjamin Netanyahu,2014-03-16
Future Movement,Make statement,Hezbollah,2014-01-06
Xi Jinping,Consult,Barack Obama,2014-11-21
Thief (India),Use unconventional violence,Citizen (India),2014-02-25
Indigenous People (Tanzania),Engage in negotiation,Citizen (Tanzania),2014-07-22
Abdel Fattah Al-Sisi,Discuss by telephone,Angela Merkel,2014-09-08
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-07-29
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-10-18
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-20
Muhammadu Buhari,Make statement,Head of Government (Nigeria),2014-09-30
Criminal (Brazil),Use unconventional violence,Citizen (Brazil),2014-01-10
Citizen (Kenya),Express intent to cooperate,Jackson Mandago,2014-06-30
Tahirul Qadri,Make statement,Imran Khan,2014-08-19
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-06
John Kerry,Consult,North Atlantic Treaty Organization,2014-12-02
Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-10-08
Foreign Affairs (Russia),Engage in negotiation,Sergey Viktorovich Lavrov,2014-09-18
Medical Personnel (India),Criticize or denounce,Citizen (India),2014-11-07
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-05-26
South Korea,Make statement,China,2014-06-30
France,Meet at a 'third' location,China,2014-05-13
Kevin Rudd,Consult,Julie Bishop,2014-11-23
Ministry (Malaysia),Make statement,Malaysia,2014-06-07
South Korea,Express intent to cooperate,China,2014-11-19
Citizen (India),Accuse,Employee (India),2014-08-26
Police (Australia),Accuse,Citizen (Australia),2014-08-25
Uhuru Muigai Kenyatta,Demand,Citizen (Kenya),2014-05-30
Antonis Samaras,Express intent to meet or negotiate,Evangelos Venizelos,2014-09-14
Julie Bishop,Consult,John Kerry,2014-08-11
Mohammad Javad Zarif,Make statement,Iran,2014-04-07
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-01-20
France,Make statement,China,2014-02-27
Afghanistan,Make statement,North Atlantic Treaty Organization,2014-12-26
China,Make optimistic comment,Iran,2014-11-24
Chuck Hagel,Consult,Irakli Alasania,2014-05-08
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-08-09
China,Engage in diplomatic cooperation,Association of Southeast Asian Nations,2014-08-11
Oman,Engage in negotiation,Kuwait,2014-07-08
Mamnoon Hussain,Consult,Zhang Dejiang,2014-02-19
Government (Nigeria),Make an appeal or request,Labor Union (Nigeria),2014-03-20
Xi Jinping,Express intent to meet or negotiate,Barack Obama,2014-10-30
Thailand,Engage in diplomatic cooperation,Cambodia,2014-12-02
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Tajikistan,2014-09-10
Mark Simmonds,Engage in negotiation,Aïchatou Mindaoudou Souleymane,2014-01-31
Government (Pakistan),Make statement,Imran Khan,2014-08-18
Court Judge (India),Express intent to release persons or property,Citizen (India),2014-09-08
China,Consult,Foreign Affairs (India),2014-05-27
Foreign Affairs (United States),Consult,Vladimir Dzhabarov,2014-11-05
Head of Government (India),Express intent to meet or negotiate,Citizen (India),2014-03-12
Marco Aurélio Garcia,Consult,Foreign Affairs (Venezuela),2014-03-06
Government Official (Germany),Sign formal agreement,European Central Bank,2014-09-18
Police (Cote d'Ivoire),Consult,Austria Press Agency,2014-11-19
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-01-04
Media (China),Make statement,China,2014-08-02
Lawyer/Attorney (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-07-28
Boko Haram,Engage in negotiation,Stephen Davis,2014-09-03
Boko Haram,Sign formal agreement,Government (Nigeria),2014-10-17
Medical Personnel (Ukraine),Sign formal agreement,Health Ministry (Ukraine),2014-09-23
Iraq,Consult,Sergey Viktorovich Lavrov,2014-02-20
City Mayor (Philippines),Make statement,Philippines,2014-01-20
Security Service of Ukraine,"Arrest, detain, or charge with legal action",Police (Ukraine),2014-10-15
Iran,Sign formal agreement,Iraq,2014-10-25
South Sudan,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-02-04
Mary Robinson,Consult,UN Security Council,2014-01-14
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-01-12
Cameroon,Consult,Niger,2014-05-16
France,Express intent to meet or negotiate,Iran,2014-01-23
Xi Jinping,Consult,Head of Government (Belarus),2014-01-22
Indigenous People (Kenya),Criticize or denounce,Citizen (Kenya),2014-02-20
China,Criticize or denounce,Vietnam,2014-05-23
Barack Obama,Make statement,Iran,2014-12-29
Foreign Affairs (Italy),Sign formal agreement,Niko Peleshi,2014-12-11
Mohammad Javad Zarif,Make statement,Iran,2014-12-03
Head of Government (Afghanistan),Consult,Business (Belgium),2014-12-03
Qatar,Sign formal agreement,Iran,2014-07-04
Citizen (Kenya),Accuse,Police (Kenya),2014-10-14
Government Official (United Kingdom),Consult,Political Parties (Northern Ireland),2014-12-23
Edgars Rinkevics,Consult,Martin Lidegaard,2014-04-03
South Korea,Engage in diplomatic cooperation,Iran,2014-03-04
Canadian Armed Forces,Consult,John Baird,2014-10-13
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-02-13
Militant (Syria),Use unconventional violence,Armed Rebel (Syria),2014-11-20
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-05-29
Catherine Ashton,Engage in negotiation,Wendy Sherman,2014-07-05
Military Personnel (Thailand),Make statement,Military (Thailand),2014-05-09
Congo,Express intent to meet or negotiate,Angola,2014-03-23
City Mayor (Philippines),Make statement,Police (Philippines),2014-09-18
Japan,Express intent to meet or negotiate,South Korea,2014-04-14
Citizen (Kenya),Accuse,Court Judge (Kenya),2014-08-21
Ministry (Iran),Make statement,Iran,2014-04-12
Police (Australia),Make an appeal or request,Citizen (Australia),2014-12-27
Mohammad Javad Zarif,Express intent to meet or negotiate,Catherine Ashton,2014-10-31
Norodom Sihanouk,Consult,Xi Jinping,2014-09-25
Catherine Ashton,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-11-12
Barack Obama,Sign formal agreement,Xi Jinping,2014-11-26
Sergey Viktorovich Lavrov,Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-09-28
Media (China),Make statement,China,2014-04-22
Cristina Fernández de Kirchner,Consult,China,2014-07-25
Pietro Parolin,Consult,Barack Obama,2014-03-28
Media Personnel (France),Meet at a 'third' location,François Hollande,2014-09-18
Medical Personnel (India),Make statement,Sunil Kumar,2014-07-04
Zalmai Rassoul,Consult,Abdullah Abdullah,2014-05-12
Mahinda Rajapaksa,Consult,Xi Jinping,2014-09-16
Foreign Affairs (Lebanon),Consult,Government (Germany),2014-07-17
Justin Trudeau,Make statement,Liberals (Canada),2014-08-19
Japan,Express intent to meet or negotiate,North Korea,2014-03-28
Guatemala,Consult,Belize,2014-01-13
Citizen (Thailand),Make an appeal or request,Thailand,2014-01-03
Hezbollah,Consult,Ahmad Fatfat,2014-01-31
Saud bin Faisal bin Abdul-Aziz,Consult,Joseph Robinette Biden,2014-10-08
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-01-15
Head of Government (Ukraine),Discuss by telephone,Joseph Robinette Biden,2014-07-11
Iraq,Host a visit,Chuck Hagel,2014-12-11
Citizen (Nigeria),Make pessimistic comment,Ministry (Nigeria),2014-07-09
Abdullah Abdullah,Make an appeal or request,Afghanistan,2014-05-22
Citizen (Turkey),Criticize or denounce,Justice and Development Party,2014-04-28
Benjamin Netanyahu,Make statement,Hamas,2014-09-21
Protester (Ukraine),Make statement,Police (Ukraine),2014-01-26
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014-05-22
Foreign Affairs (Israel),Consult,France,2014-01-16
Villager (Iraq),Use unconventional violence,Militant (Iraq),2014-07-09
Barack Obama,Express intent to settle dispute,Xi Jinping,2014-11-12
Xi Jinping,Engage in negotiation,Milos Zeman,2014-10-27
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-02-28
Head of Government (China),Engage in negotiation,Barack Obama,2014-11-12
Election Commission (India),Make an appeal or request,Citizen (India),2014-09-27
Mohammad Javad Zarif,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-10-16
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014-03-20
Justicialist Party,Express intent to cooperate,Cristina Fernández de Kirchner,2014-04-17
Citizen (Kenya),Accuse,Government (Kenya),2014-10-10
Ministry (Russia),Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-04-09
Citizen (Kenya),Make an appeal or request,Uhuru Muigai Kenyatta,2014-11-23
Japan,Consult,China,2014-09-11
Iran,Sign formal agreement,Barack Obama,2014-07-11
City Mayor (Philippines),Make statement,Philippines,2014-07-25
Head of Government (Ukraine),Consult,Cabinet / Council of Ministers / Advisors (United States),2014-09-04
John Kerry,Consult,China,2014-02-18
Mohammad Javad Zarif,Make statement,Iran,2014-02-23
City Mayor (Greece),Consult,Antonis Samaras,2014-07-22
Government (Nepal),Sign formal agreement,Company - Owner or Operator (Nepal),2014-09-19
Pervez Musharraf,Consult,Special Court (Pakistan),2014-02-21
Congress (Argentina),Consult,Presidential Candidate (Argentina),2014-09-02
Mohammad Javad Zarif,Consult,Foreign Affairs (Venezuela),2014-04-22
Defense / Security Ministry (Angola),Engage in negotiation,Foreign Affairs (United States),2014-09-16
Thief (India),fight with small arms and light weapons,Citizen (India),2014-07-06
China,Express intent to engage in diplomatic cooperation (such as policy support),Kazakhstan,2014-04-01
France,Engage in negotiation,Canada,2014-06-05
Bam Dev Gautam,Engage in negotiation,Other Authorities / Officials (China),2014-10-17
Xi Jinping,Make statement,China,2014-05-02
Ian Paisley,Praise or endorse,Northern Ireland,2014-01-10
Citizen (India),Make an appeal or request,Ramesh Chennithala,2014-10-28
Education (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-12-29
Kapil Sibal,Consult,Salman Khurshid,2014-01-09
Slovenia,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2014-12-10
Tajikistan,Consult,Iran,2014-03-29
Tamar Beruchashvili,Consult,Foreign Affairs (United States),2014-11-13
Iran,Express intent to meet or negotiate,Afghanistan,2014-05-07
Court Judge (United Kingdom),Make an appeal or request,Citizen (United Kingdom),2014-06-26
City Mayor (Philippines),Make statement,Philippines,2014-11-22
South Africa,Express intent to cooperate,China,2014-11-16
South Korea,Host a visit,China,2014-07-05
Police (Philippines),Make statement,Criminal (Philippines),2014-11-30
Military Personnel (Thailand),Make statement,Military (Thailand),2014-03-02
Ministry (Iran),Make statement,Iran,2014-05-06
Protester (Ukraine),Express intent to cooperate,Police (Ukraine),2014-01-24
Xi Jinping,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-10-28
Citizen (Nigeria),Accuse,Government (Nigeria),2014-01-08
Japan,Consult,Iran,2014-03-01
Hashim Thaçi,Consult,Evangelos Venizelos,2014-02-19
Philippines,Accuse,China,2014-03-11
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-04-26
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-04-30
Le Hong Anh,Consult,China,2014-08-28
Defense / Security Ministry (United States),Consult,Abdelkader Messahel,2014-12-10
Mohammad Javad Zarif,Make statement,Iran,2014-09-16
Presidential Candidate (Mozambique),Consult,Employee (Mozambique),2014-09-18
Agence France-Presse,Discuss by telephone,Military Personnel (Thailand),2014-03-08
Media (Africa),Consult,Displaced Families (Sudan),2014-05-21
Cambodia,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-09-01
Representatives (Afghanistan),Consult,Ashraf Ghani Ahmadzai,2014-11-13
Government (Nigeria),Make pessimistic comment,Citizen (Nigeria),2014-07-16
Ministry (Nigeria),Engage in symbolic act,Citizen (Nigeria),2014-06-12
China,Make optimistic comment,Japan,2014-11-11
Japan,Express intent to cooperate,China,2014-11-13
Thailand,Express intent to cooperate,Myanmar,2014-10-17
John Momis,Consult,Peter O'Neill,2014-01-22
Barack Obama,Express intent to meet or negotiate,Japan,2014-02-12
Iran,Praise or endorse,Government (Syria),2014-05-29
Japan,Engage in diplomatic cooperation,South Korea,2014-09-04
Citizen (India),Make an appeal or request,Smriti Irani,2014-11-28
François Hollande,Express intent to cooperate,Massoud Barzani,2014-08-09
France,Express intent to cooperate,China,2014-11-01
Barack Obama,Engage in negotiation,Head of Government (South Korea),2014-04-27
Antonis Samaras,Consult,Adli Mansour,2014-01-21
China,Make an appeal or request,Vietnam,2014-05-18
Citizen (Bangladesh),Express intent to cooperate economically,Fumio Kishida,2014-03-22
Government (Nigeria),Make statement,Education (Nigeria),2014-05-12
Serbia,Express intent to cooperate,China,2014-12-12
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-10-24
Philippines,Criticize or denounce,China,2014-05-22
Tajikistan,Engage in diplomatic cooperation,International Monetary Fund,2014-02-24
Thailand,Host a visit,Tea Banh,2014-07-28
Citizen (Kenya),Make an appeal or request,Uhuru Muigai Kenyatta,2014-03-28
UN Security Council,Make an appeal or request,South Sudan,2014-03-13
Iran,Engage in diplomatic cooperation,Oman,2014-09-06
Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-09-25
Government (Kenya),Sign formal agreement,Business (South Korea),2014-02-12
South Korea,Engage in diplomatic cooperation,Japan,2014-09-20
Xi Jinping,Make statement,China,2014-06-01
Guatemala,Consult,Mexico,2014-09-09
Benjamin Netanyahu,Engage in negotiation,Barack Obama,2014-03-01
Citizen (Australia),Use unconventional violence,Terrorist Leader (Syria),2014-12-09
Thief (India),Use unconventional violence,Citizen (India),2014-10-04
John Kerry,Criticize or denounce,North Korea,2014-07-29
Military (Lebanon),Consult,Military Personnel (Lebanon),2014-04-28
Citizen (Czech Republic),Express intent to meet or negotiate,Ivan Gasparovic,2014-05-23
France,Express intent to cooperate,Japan,2014-05-06
UN Security Council,Consult,Herve Ladsous,2014-03-07
Minister Patnaik,Make an appeal or request,Citizen (India),2014-08-13
Head of Government (China),Make statement,China,2014-11-17
Governor (Angola),Consult,Government (Angola),2014-11-26
Student (Hong Kong),Express intent to meet or negotiate,Carrie Lam,2014-10-07
Pope Francis,Engage in negotiation,Barack Obama,2014-03-27
Citizen (India),Accuse,Election Commission (India),2014-05-08
Egon Krenz,Consult,Mikhail Sergeyevich Gorbachev,2014-11-10
Foreign Affairs (Russia),Consult,John Kerry,2014-03-30
Sergey Viktorovich Lavrov,Praise or endorse,John Kerry,2014-01-14
Chuck Hagel,Make a visit,China,2014-04-24
Foreign Affairs (United States),Consult,National Reform Movement,2014-06-27
Armenia,Engage in diplomatic cooperation,Holy See,2014-09-19
Jakaya Mrisho Kikwete,Make an appeal or request,Citizen (Tanzania),2014-08-25
Court Judge (India),Criticize or denounce,Citizen (India),2014-04-25
North Atlantic Treaty Organization,Make statement,Afghanistan,2014-02-04
Police (Australia),Accuse,Citizen (Australia),2014-07-31
Toomas Hendrik Ilves,Express intent to meet or negotiate,Taavi Rõivas,2014-08-15
Japan,Consult,South Korea,2014-07-20
Protester (Ukraine),"Declare truce, ceasefire",Police (Ukraine),2014-02-05
Sergey Viktorovich Lavrov,Consult,Paolo Gentiloni,2014-11-12
Antonis Samaras,Express intent to meet or negotiate,Evangelos Venizelos,2014-05-06
Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2014-06-03
Zurab Abashidze,Consult,Foreign Affairs (Russia),2014-06-28
Niger,Meet at a 'third' location,Cameroon,2014-05-19
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-06-22
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-03-02
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-12-13
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-11-21
Catherine Ashton,Consult,John Kerry,2014-03-06
Guinea,Express intent to meet or negotiate,Sierra Leone,2014-08-01
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-06-11
Fumio Kishida,Consult,Mohammad Javad Zarif,2014-03-06
Daily Trust,Consult,Pogu Bitrus,2014-09-30
Middle East,Consult,John Kerry,2014-10-18
Barack Obama,Make statement,Nuri al-Maliki,2014-06-19
Mohammad Javad Zarif,Consult,Oman,2014-11-09
Kundy Pahiama,Consult,Ministry (Angola),2014-04-25
Ministry (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-01-21
North Korea,Sign formal agreement,Japan,2014-03-26
Malaysia,Consult,New Zealand,2014-08-05
Wang Yang,Express intent to meet or negotiate,Dmitry Olegovich Rogozin,2014-04-14
Japan,Express intent to meet or negotiate,China,2014-04-15
Justice Department/Ministery (India),Accuse,Citizen (India),2014-01-20
Military Personnel (Kenya),Make statement,Police (Kenya),2014-06-12
Armed Rebel (Syria),Use unconventional violence,Militant (Syria),2014-06-18
Morteza Sarmadi,Make statement,Iran,2014-01-26
Mohammad Javad Zarif,Consult,Ministry (France),2014-10-07
Barack Obama,Discuss by telephone,Benjamin Netanyahu,2014-07-21
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-01-20
Pavlo Klimkin,Make statement,Foreign Affairs (Ukraine),2014-10-09
Canada,Consult,John Kerry,2014-11-22
Iran,Consult,Jean Qahwaji,2014-01-16
Armenia,Engage in diplomatic cooperation,North Atlantic Treaty Organization,2014-03-25
Iran,Make statement,Quds Force,2014-11-30
Rauf Aregbesola,Accuse,Citizen (Nigeria),2014-07-22
Ministry (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-07-08
Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2014-11-28
Evo Morales,Make statement,Bolivia,2014-12-31
Government (Angola),Sign formal agreement,High Commission for Refugees,2014-01-06
UN Security Council,Consult,Babacar Gaye,2014-08-20
Evangelos Meimarakis,Consult,Tomislav Nikolić,2014-10-23
Nguyen Phu Trong,Consult,Head of Government (India),2014-09-19
Peter O'Neill,Consult,John Momis,2014-01-22
Tony Blair,Consult,Shimon Peres,2014-08-01
Barack Obama,Consult,Salvador Sánchez Cerén,2014-07-26
Ireland,Make a visit,Iran,2014-01-14
